"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NDNF",667.22156749256,-1.11690610959385,0.269931296101916,-4.13774218004033,3.50740163038965e-05,0.00603992547428126
"DCBLD1",730.1116372983,0.654767597611079,0.158383282423307,4.13407013412627,3.56394637514992e-05,0.00608528742089158
"TTR",110661.244964274,-1.13457398700117,0.275080069328729,-4.12452268813891,3.71504372526545e-05,0.00628997487198725
"SPTLC3",263.72943074178,-0.796674909085966,0.193538078560537,-4.11637293813874,3.84881353589376e-05,0.00646215792676563
"CYP1B1",3635.32937728949,-0.446621300326339,0.10913834533331,-4.09224914453625,4.27209288937799e-05,0.00711356425910643
"GRAMD2B",2156.75882028716,-0.647689263070529,0.158485393397396,-4.08674420516769,4.37468983843568e-05,0.00722469269383623
"KCNAB1",430.856270626163,-0.730060235070728,0.17906681004382,-4.07702708777842,4.56151804685522e-05,0.00741173109742251
"C7",1267.94697139563,-1.71707176652512,0.421072556102863,-4.07785247848272,4.54535902472421e-05,0.00741173109742251
"B2M",5048.43614391332,-0.426586176249994,0.104687700099875,-4.07484523819914,4.60449578890049e-05,0.00742171049238137
"PLA1A",98.0414040921923,-1.73417022842539,0.426133232736641,-4.06954936907523,4.71041577790442e-05,0.0075321791343824
"NewGene_14377",228.90895808728,-0.718672785391073,0.178054386738159,-4.03625430721868,5.43113449831851e-05,0.0085589433969098
"HSPA2",140.751371524869,-0.683703265996436,0.169402047906061,-4.03597993322708,5.4374863748484e-05,0.0085589433969098
"PYGM",310.78641213757,-1.28948849004058,0.319751631244373,-4.03278158432622,5.51205063293079e-05,0.00860905396529377
"BFSP2",11.2957261181134,-4.71826273068242,1.1790167983969,-4.00186217626229,6.28459047455158e-05,0.00974014837548194
"LPL",748.669463057595,-0.766446195438184,0.191963555604288,-3.99266513388681,6.53348033914781e-05,0.00982362402038434
"HAS2",271.614477927733,1.06307690218408,0.266067414881098,3.99551708599549,6.45532010583516e-05,0.00982362402038434
"PTGDS",1500.72622290698,-0.526187415843464,0.131655201979764,-3.9967081279807,6.42294125184647e-05,0.00982362402038434
"CRPPA",440.7569552822,-0.77726447195248,0.194619990136293,-3.99375455423752,6.50351869040782e-05,0.00982362402038434
"LEFTY2",50.575930624508,1.70527917285128,0.427604050550961,3.98798648107765,6.66364599371368e-05,0.00994512144306246
"PMEPA1",4713.30932433269,1.01559791740303,0.255824947455466,3.96989397439366,7.19046212194279e-05,0.0106524581494782
"ADAMTS6",241.616969948995,0.877341993723953,0.22181687762032,3.95525355480697,7.64535236148472e-05,0.0112436904656346
"CCDC69",124.843277229537,-0.909165641913474,0.230478479836934,-3.94468777543447,7.99040201270291e-05,0.0116659869385463
"CFI",2477.66956292754,-1.08220550279653,0.274547772568136,-3.94177484185545,8.08808851115299e-05,0.0117236552030727
"SLC39A12",691.250221967368,-1.5876199629237,0.403162908505144,-3.93791177072889,8.2193803993978e-05,0.0118288625919334
"LOC124900217",167.310880942851,0.65533648335781,0.166900633137182,3.92650687441768,8.61884301264167e-05,0.0121837391859788
"MYL1",12.6983178329568,-2.84241916721544,0.724052016122843,-3.92571128029728,8.6473828846286e-05,0.0121837391859788
"ITIH2",81.0663845624134,-2.24334561741838,0.571218119903362,-3.92730121691151,8.59043684644449e-05,0.0121837391859788
"MRGPRF",79.7009627221896,-0.927150231820649,0.23749331930629,-3.90390026350561,9.46548006546224e-05,0.0132437841915926
"NewGene_19370",196.366408312581,0.587714264862205,0.151437843008924,3.88089432063273,0.00010407305911292,0.0144611310000491
"GFPT2",1155.49470449153,0.578476471592122,0.149222042872374,3.87661541456632,0.000105919578333046,0.0146169018099604
"CYSLTR1",36.1792204711417,-1.5861042043689,0.409814652539505,-3.87029647315014,0.000108703076433986,0.0147246011828934
"CHRNB4",281.626976730073,0.773249996746832,0.19967897150441,3.87246584315342,0.00010773977852736,0.0147246011828934
"TAF4",376.608342454652,-0.484973275538217,0.125320234277287,-3.86987207879897,0.000108892474501247,0.0147246011828934
"KANK1",1854.82552537753,-0.438730617159883,0.113602089625249,-3.86199425210548,0.000112465213157395,0.0151063274313012
"HEG1",2947.69916222679,-0.323378170447835,0.0842383886543673,-3.83884563336872,0.000123614113144643,0.0164938884214455
"NR3C2",165.892862015866,-0.929752001775145,0.242557176201578,-3.83312510615011,0.000126525564546353,0.0167712965426311
"STC2",3160.59329315007,0.717235974053534,0.187471232137559,3.82584552240663,0.000130323998615885,0.0171618818569467
"TGFBR2",625.631717108238,-0.615609657860718,0.160995736829862,-3.82376372183871,0.000131429870838863,0.017195123621178
"CLEC19A",124.493987026989,1.36648793365553,0.35901794364588,3.8061828324753,0.000141128071822917,0.0183448283296009
"OSBPL1A",3476.39963964353,-0.443252856164135,0.116508217985127,-3.80447717619988,0.000142104013246128,0.0183532798646345
"ADAMTSL1",516.356478437465,-0.85094065619261,0.224097253758733,-3.79719359304932,0.000146343498120916,0.0187804382174537
"H2AC6",187.772860121598,-0.700112471108863,0.185181674548118,-3.78067901598408,0.000156401212948041,0.0199441242941591
"IFIT3",83.6783022375017,-0.869898524093231,0.230606321599109,-3.77222323334865,0.000161799396020364,0.0205027310126937
"SMCO4",306.666744798202,-0.511775819929217,0.136174851264942,-3.75822565749314,0.000171122523103711,0.0214387858820588
"NTRK1",176.053668098305,0.757234964718019,0.20150240559249,3.7579450354028,0.000171314499057548,0.0214387858820588
"GBP1",621.638770397017,-0.737828299296281,0.196521793350338,-3.75443500040201,0.000173732920279501,0.0216072276406876
"HTR2C",5955.57865274779,-0.768441182464521,0.20482347876316,-3.75172410460365,0.000175622669254322,0.0216327372789416
"PMCH",306.066392192853,0.956302560821137,0.254941649007154,3.75106446728248,0.000176085413626485,0.0216327372789416
"SELENBP1",641.273316721979,-0.423122292888208,0.113275252346233,-3.73534628371348,0.000187457057245925,0.0228902108447933
"LPAR3",100.555950456677,-1.21591959239491,0.326428576906944,-3.72491772600391,0.000195378933144727,0.02371382376506
"TNNT2",39.3374223566919,-1.67383629900986,0.45135022795169,-3.70850881499725,0.000208483403910488,0.0245644656256638
"PLCG2",252.51716706078,-0.629736468191575,0.16961919777257,-3.71264854722367,0.000205101607416265,0.0245644656256638
"S1PR1",147.857631078224,-0.727709886285003,0.196123871789724,-3.71046053519291,0.000206882547392819,0.0245644656256638
"IL1A",518.307575768983,-0.753715399323568,0.203235051769896,-3.70858959987339,0.000208416911681113,0.0245644656256638
"MYO10",4039.01148807077,0.356861999588461,0.0960764829838007,3.7143532788209,0.00020372402700253,0.0245644656256638
"TBC1D3L",79.4386431180883,1.29120459346735,0.348953356066505,3.70022116429011,0.000215411651358301,0.0251361542072883
"F5",77.9965363588285,-1.13783178605808,0.307544705584776,-3.69972808959453,0.000215830587545209,0.0251361542072883
"CHD9NB",971.467018642175,-0.745365866261182,0.201625097939181,-3.69679109336883,0.000218341870718193,0.0252824828231618
"RGS16",737.567155308046,0.50570586404989,0.13685221285512,3.69526990831533,0.000219653321625324,0.025289000709183
"NewGene_6973",123.724750723947,-1.42895707663757,0.387654089094488,-3.68616536452752,0.000227658453246617,0.026061718840982
"VEPH1",473.422437334442,-0.777002007399201,0.210965289309401,-3.68307985613526,0.000230432933583214,0.0262302979990655
"NewGene_7832",55.4076344326468,-0.997977320191298,0.27159782516828,-3.67446727370869,0.000238346190142101,0.0269786462864216
"COLEC12",5076.01670353251,-0.810975555405872,0.221203738107084,-3.66619281548164,0.00024618832918149,0.0277106282477579
"CAPS",45.4775694717314,-2.65267001207642,0.724043057187461,-3.66369097216496,0.000248606703179904,0.0278273769759372
"PLAUR",507.022679087708,0.729587418059668,0.199323384218377,3.66032024250771,0.000251900221869656,0.0280402523217117
"NewGene_14915",197.888535930863,-1.01535477496813,0.277938559865361,-3.65316268264465,0.00025903000198504,0.0286754751648054
"PKD1L2",117.8074499258,-1.36915666343116,0.374960815622341,-3.65146598360873,0.000260747639883853,0.0287078876960649
"JAG1",2528.92404486346,0.765554574977869,0.210304888169154,3.64021293866509,0.000272412662537805,0.0298291865478896
"GHR",701.330617494307,-0.679082135060269,0.186677003090865,-3.63773857420309,0.000275042385101158,0.0299543458109089
"TPP1",5993.70639006764,-0.374568045844758,0.103596540171185,-3.61564242614488,0.000299603695163991,0.0324538454309897
"ANGPTL2",500.893802755937,0.608843519624792,0.168924095593943,3.60424318084449,0.000313063834785676,0.0337305355254642
"SLC16A12",327.728590448961,-0.82468504178675,0.228967200780861,-3.60176059703868,0.000316069369736454,0.0338732216034578
"GSDMD",76.7205694381397,-0.947717932733347,0.263551353876841,-3.59595167618156,0.000323207799270484,0.0342736354721143
"IFIT1",329.050494478739,-0.843960200914577,0.234690450544409,-3.59605684405501,0.000323077230706847,0.0342736354721143
"RBPMS",951.958435215517,-0.623551963665009,0.173653148784413,-3.59078984763552,0.000329677380108923,0.034776648452537
"CALML4",282.083782212355,-0.803413166297572,0.224136938453065,-3.58447461557439,0.000337757410559904,0.0354434182706299
"LLGL2",119.909756356163,-0.929431584240037,0.259726622221719,-3.57849948645856,0.000345572547439286,0.0357775604015103
"NANOS1",813.23979740106,-0.549615498642226,0.153668288086799,-3.57663578793678,0.000348044562174708,0.0357775604015103
"NewGene_8519",22.8673197028264,-2.9164698424279,0.814745337758063,-3.57960912111895,0.000344108535597965,0.0357775604015103
"PAQR5",324.932037403674,-0.61198851877793,0.171097227598616,-3.57684649463531,0.000347764253203233,0.0357775604015103
"IFIT2",126.745664515333,-0.882319352927029,0.246875268268277,-3.5739479256716,0.000351638892603979,0.0359635553714973
"CGNL1",1141.28293271949,-0.544906518512666,0.152680586243364,-3.5689312696515,0.000358440435163205,0.0364740297356983
"DDIT4L",361.483429690674,-1.18173749472528,0.331327970348906,-3.56666988748593,0.000361546455105802,0.0366052159671945
"RASGRP1",836.236343826668,0.554513497531285,0.156538685387517,3.5423416017489,0.000396591525956562,0.0398948497942888
"C11orf52",38.2268894656366,-1.40674338480072,0.397227175609598,-3.54140771623162,0.000397998054826884,0.0398948497942888
"ICAM1",1463.30901811993,-0.496501103617212,0.140901220273133,-3.52375304241339,0.000425480611052017,0.0424385314429507
"TGFBI",24478.362518981,0.937321310124218,0.266926962797802,3.51152727435122,0.000445539742385012,0.0441051164156185
"NewGene_19759",79.1475220689074,-1.23861715316049,0.352790438407797,-3.51091474800332,0.000446567587293338,0.0441051164156185
"CD83",1339.66601630895,-0.542319295953984,0.154829082317064,-3.50269657249151,0.000460573799730557,0.0449040780461195
"CADPS2",3079.20025978747,-0.695387621737301,0.198491414396436,-3.50336372911546,0.000459421656859571,0.0449040780461195
"MMP2",6507.18545625617,0.70387788671628,0.200978659495249,3.50225187332847,0.000461343267597118,0.0449040780461195
"SERPINA9",10.4596458819971,2.63018092216119,0.751957093878658,3.49778058292461,0.000469146933003432,0.0454440981065055
"NewGene_2479",67.2463850555725,-1.34361444918187,0.384556765270059,-3.49393007879683,0.000475965659291491,0.0456655052543093
"GSN",2894.22771200389,-0.284792715275121,0.0814975531706446,-3.49449405773943,0.000474961182578933,0.0456655052543093
"NewGene_14205",24.5424380151705,2.33504373607399,0.669115560363282,3.48974657651995,0.000483478798606241,0.0461664968451116
"NKAIN4",1765.60693089235,0.539873305835633,0.155039194540703,3.48217305588426,0.000497362154361688,0.0470462567421563
"NewGene_11042",319.969228151192,0.968227337317629,0.277953600341137,3.48341354862577,0.000495062983139737,0.0470462567421563
"QPRT",5409.3379198569,-0.322701380640466,0.0927511040396803,-3.47921875412296,0.000502877908074409,0.047345720055529
"CEBPD",290.372617404677,-0.644705171162527,0.185443971532101,-3.47654963294897,0.000507910208688459,0.0475970924867678
"SLC13A4",2665.51629975692,-0.7788484090388,0.224637023185524,-3.46714178274862,0.000526024348689294,0.0490663823027402
